product_id,name,category,brand,color,description,price,rating,review_count,source,product_url,image_url,availability,delivery_estimate,tags,search_text
68,Waterproof Travel Backpack,bags,North Face,Blue,Large waterproof backpack with laptop compartment for travel college commuting and weekend trips.,84.79,4.1,2316,eBay,https://example.com/ebay/product-68,https://example.com/images/product-68.jpg,Out of Stock,3-5 days,travel backpack waterproof college laptop commute,Waterproof Travel Backpack bags North Face Blue Large waterproof backpack with laptop compartment for travel college commuting and weekend trips. eBay travel backpack waterproof college laptop commute
69,Waterproof Travel Backpack,bags,North Face,Gray,Large waterproof backpack with laptop compartment for travel college commuting and weekend trips.,85.12,3.9,2385,Walmart,https://example.com/walmart/product-69,https://example.com/images/product-69.jpg,Limited Stock,2 days,travel backpack waterproof college laptop commute,Waterproof Travel Backpack bags North Face Gray Large waterproof backpack with laptop compartment for travel college commuting and weekend trips. Walmart travel backpack waterproof college laptop commute
70,Laptop Backpack With USB Charging,bags,Matein,Gray,Anti theft laptop backpack with USB charging port for college business travel and daily commute.,37.41,4.6,1797,Amazon,https://example.com/amazon/product-70,https://example.com/images/product-70.jpg,In Stock,3-5 days,laptop backpack usb charging college commute,Laptop Backpack With USB Charging bags Matein Gray Anti theft laptop backpack with USB charging port for college business travel and daily commute. Amazon laptop backpack usb charging college commute
71,Laptop Backpack With USB Charging,bags,Matein,Gray,Anti theft laptop backpack with USB charging port for college business travel and daily commute.,38.37,4.3,555,eBay,https://example.com/ebay/product-71,https://example.com/images/product-71.jpg,Limited Stock,3-5 days,laptop backpack usb charging college commute,Laptop Backpack With USB Charging bags Matein Gray Anti theft laptop backpack with USB charging port for college business travel and daily commute. eBay laptop backpack usb charging college commute
72,Laptop Backpack With USB Charging,bags,Matein,Gray,Anti theft laptop backpack with USB charging port for college business travel and daily commute.,43.88,4.4,205,Target,https://example.com/target/product-72,https://example.com/images/product-72.jpg,Out of Stock,3-5 days,laptop backpack usb charging college commute,Laptop Backpack With USB Charging bags Matein Gray Anti theft laptop backpack with USB charging port for college business travel and daily commute. Target laptop backpack usb charging college commute
73,Carry-On Travel Duffel Bag,bags,Samsonite,Gray,Spacious carry-on duffel bag for weekend travel gym trips overnight stays and airport use.,74.25,4.7,3477,Target,https://example.com/target/product-73,https://example.com/images/product-73.jpg,Out of Stock,5-7 days,duffel bag travel carry on gym overnight,Carry-On Travel Duffel Bag bags Samsonite Gray Spacious carry-on duffel bag for weekend travel gym trips overnight stays and airport use. Target duffel bag travel carry on gym overnight
74,Carry-On Travel Duffel Bag,bags,Samsonite,Black,Spacious carry-on duffel bag for weekend travel gym trips overnight stays and airport use.,76.67,4.3,2280,Walmart,https://example.com/walmart/product-74,https://example.com/images/product-74.jpg,In Stock,3-5 days,duffel bag travel carry on gym overnight,Carry-On Travel Duffel Bag bags Samsonite Black Spacious carry-on duffel bag for weekend travel gym trips overnight stays and airport use. Walmart duffel bag travel carry on gym overnight
75,Leather Office Tote Bag,bags,Michael Kors,Beige,Stylish leather tote bag for office work laptop carrying commuting and professional outfits.,173.06,4.8,265,Target,https://example.com/target/product-75,https://example.com/images/product-75.jpg,In Stock,5-7 days,office tote leather laptop professional commute,Leather Office Tote Bag bags Michael Kors Beige Stylish leather tote bag for office work laptop carrying commuting and professional outfits. Target office tote leather laptop professional commute
76,Leather Office Tote Bag,bags,Michael Kors,Black,Stylish leather tote bag for office work laptop carrying commuting and professional outfits.,166.25,3.9,3556,eBay,https://example.com/ebay/product-76,https://example.com/images/product-76.jpg,Limited Stock,3-5 days,office tote leather laptop professional commute,Leather Office Tote Bag bags Michael Kors Black Stylish leather tote bag for office work laptop carrying commuting and professional outfits. eBay office tote leather laptop professional commute
77,Leather Office Tote Bag,bags,Michael Kors,Brown,Stylish leather tote bag for office work laptop carrying commuting and professional outfits.,142.72,4.2,1778,Amazon,https://example.com/amazon/product-77,https://example.com/images/product-77.jpg,In Stock,2 days,office tote leather laptop professional commute,Leather Office Tote Bag bags Michael Kors Brown Stylish leather tote bag for office work laptop carrying commuting and professional outfits. Amazon office tote leather laptop professional commute
78,Stainless Steel Water Bottle,home,Hydro Flask,Black,Insulated stainless steel water bottle keeps drinks cold or hot for school gym travel and office.,37.8,4.3,471,Target,https://example.com/target/product-78,https://example.com/images/product-78.jpg,In Stock,1-2 days,water bottle insulated stainless steel gym travel,Stainless Steel Water Bottle home Hydro Flask Black Insulated stainless steel water bottle keeps drinks cold or hot for school gym travel and office. Target water bottle insulated stainless steel gym travel
79,Stainless Steel Water Bottle,home,Hydro Flask,Black,Insulated stainless steel water bottle keeps drinks cold or hot for school gym travel and office.,37.35,4.5,299,Walmart,https://example.com/walmart/product-79,https://example.com/images/product-79.jpg,Limited Stock,1-2 days,water bottle insulated stainless steel gym travel,Stainless Steel Water Bottle home Hydro Flask Black Insulated stainless steel water bottle keeps drinks cold or hot for school gym travel and office. Walmart water bottle insulated stainless steel gym travel
80,Stainless Steel Water Bottle,home,Hydro Flask,White,Insulated stainless steel water bottle keeps drinks cold or hot for school gym travel and office.,36.01,4.1,3924,eBay,https://example.com/ebay/product-80,https://example.com/images/product-80.jpg,In Stock,5-7 days,water bottle insulated stainless steel gym travel,Stainless Steel Water Bottle home Hydro Flask White Insulated stainless steel water bottle keeps drinks cold or hot for school gym travel and office. eBay water bottle insulated stainless steel gym travel
81,Ergonomic Office Chair,home,Staples,Black,Adjustable ergonomic office chair with lumbar support for work from home study and long sitting hours.,194.82,4.9,983,Target,https://example.com/target/product-81,https://example.com/images/product-81.jpg,Limited Stock,2 days,office chair ergonomic lumbar work from home,Ergonomic Office Chair home Staples Black Adjustable ergonomic office chair with lumbar support for work from home study and long sitting hours. Target office chair ergonomic lumbar work from home
82,Ergonomic Office Chair,home,Staples,Black,Adjustable ergonomic office chair with lumbar support for work from home study and long sitting hours.,193.58,4.8,3119,eBay,https://example.com/ebay/product-82,https://example.com/images/product-82.jpg,In Stock,1-2 days,office chair ergonomic lumbar work from home,Ergonomic Office Chair home Staples Black Adjustable ergonomic office chair with lumbar support for work from home study and long sitting hours. eBay office chair ergonomic lumbar work from home
83,Ergonomic Office Chair,home,Staples,Black,Adjustable ergonomic office chair with lumbar support for work from home study and long sitting hours.,194.19,4.7,2034,Amazon,https://example.com/amazon/product-83,https://example.com/images/product-83.jpg,In Stock,2 days,office chair ergonomic lumbar work from home,Ergonomic Office Chair home Staples Black Adjustable ergonomic office chair with lumbar support for work from home study and long sitting hours. Amazon office chair ergonomic lumbar work from home
84,LED Desk Lamp,home,Anker,White,Adjustable LED desk lamp with brightness levels for studying reading office work and night use.,41.54,3.9,2840,Amazon,https://example.com/amazon/product-84,https://example.com/images/product-84.jpg,In Stock,3-5 days,desk lamp led study reading office,LED Desk Lamp home Anker White Adjustable LED desk lamp with brightness levels for studying reading office work and night use. Amazon desk lamp led study reading office
85,LED Desk Lamp,home,Anker,Black,Adjustable LED desk lamp with brightness levels for studying reading office work and night use.,36.2,4.9,3811,Target,https://example.com/target/product-85,https://example.com/images/product-85.jpg,Limited Stock,3-5 days,desk lamp led study reading office,LED Desk Lamp home Anker Black Adjustable LED desk lamp with brightness levels for studying reading office work and night use. Target desk lamp led study reading office
86,LED Desk Lamp,home,Anker,White,Adjustable LED desk lamp with brightness levels for studying reading office work and night use.,42.23,4.9,2257,Best Buy,https://example.com/best-buy/product-86,https://example.com/images/product-86.jpg,Out of Stock,5-7 days,desk lamp led study reading office,LED Desk Lamp home Anker White Adjustable LED desk lamp with brightness levels for studying reading office work and night use. Best Buy desk lamp led study reading office
87,LED Desk Lamp,home,Anker,Black,Adjustable LED desk lamp with brightness levels for studying reading office work and night use.,39.65,4.7,2243,Walmart,https://example.com/walmart/product-87,https://example.com/images/product-87.jpg,In Stock,1-2 days,desk lamp led study reading office,LED Desk Lamp home Anker Black Adjustable LED desk lamp with brightness levels for studying reading office work and night use. Walmart desk lamp led study reading office
88,Robot Vacuum Cleaner,home,iRobot,White,Smart robot vacuum cleaner for carpets hard floors pet hair and automatic home cleaning.,254.18,4.5,2800,Target,https://example.com/target/product-88,https://example.com/images/product-88.jpg,In Stock,3-5 days,robot vacuum smart cleaning pet hair carpets,Robot Vacuum Cleaner home iRobot White Smart robot vacuum cleaner for carpets hard floors pet hair and automatic home cleaning. Target robot vacuum smart cleaning pet hair carpets
89,Robot Vacuum Cleaner,home,iRobot,White,Smart robot vacuum cleaner for carpets hard floors pet hair and automatic home cleaning.,230.9,4.0,2161,Amazon,https://example.com/amazon/product-89,https://example.com/images/product-89.jpg,In Stock,2 days,robot vacuum smart cleaning pet hair carpets,Robot Vacuum Cleaner home iRobot White Smart robot vacuum cleaner for carpets hard floors pet hair and automatic home cleaning. Amazon robot vacuum smart cleaning pet hair carpets
90,Robot Vacuum Cleaner,home,iRobot,White,Smart robot vacuum cleaner for carpets hard floors pet hair and automatic home cleaning.,253.34,4.4,1610,eBay,https://example.com/ebay/product-90,https://example.com/images/product-90.jpg,In Stock,1-2 days,robot vacuum smart cleaning pet hair carpets,Robot Vacuum Cleaner home iRobot White Smart robot vacuum cleaner for carpets hard floors pet hair and automatic home cleaning. eBay robot vacuum smart cleaning pet hair carpets
91,Ceramic Nonstick Cookware Set,home,GreenPan,Black,Nonstick cookware set for everyday cooking easy cleaning and healthy home meals.,124.19,4.3,186,Walmart,https://example.com/walmart/product-91,https://example.com/images/product-91.jpg,In Stock,2 days,cookware set nonstick kitchen cooking,Ceramic Nonstick Cookware Set home GreenPan Black Nonstick cookware set for everyday cooking easy cleaning and healthy home meals. Walmart cookware set nonstick kitchen cooking
92,Ceramic Nonstick Cookware Set,home,GreenPan,Cream,Nonstick cookware set for everyday cooking easy cleaning and healthy home meals.,117.24,4.1,3068,Target,https://example.com/target/product-92,https://example.com/images/product-92.jpg,In Stock,5-7 days,cookware set nonstick kitchen cooking,Ceramic Nonstick Cookware Set home GreenPan Cream Nonstick cookware set for everyday cooking easy cleaning and healthy home meals. Target cookware set nonstick kitchen cooking
93,Ceramic Nonstick Cookware Set,home,GreenPan,Gray,Nonstick cookware set for everyday cooking easy cleaning and healthy home meals.,115.49,4.9,2754,eBay,https://example.com/ebay/product-93,https://example.com/images/product-93.jpg,In Stock,3-5 days,cookware set nonstick kitchen cooking,Ceramic Nonstick Cookware Set home GreenPan Gray Nonstick cookware set for everyday cooking easy cleaning and healthy home meals. eBay cookware set nonstick kitchen cooking
94,Electric Toothbrush,beauty,Oral-B,Black,Rechargeable electric toothbrush with pressure sensor timer and deep cleaning modes.,73.71,4.1,1561,Target,https://example.com/target/product-94,https://example.com/images/product-94.jpg,Limited Stock,1-2 days,electric toothbrush rechargeable oral care,Electric Toothbrush beauty Oral-B Black Rechargeable electric toothbrush with pressure sensor timer and deep cleaning modes. Target electric toothbrush rechargeable oral care
95,Electric Toothbrush,beauty,Oral-B,Black,Rechargeable electric toothbrush with pressure sensor timer and deep cleaning modes.,66.24,4.4,2363,Walmart,https://example.com/walmart/product-95,https://example.com/images/product-95.jpg,In Stock,1-2 days,electric toothbrush rechargeable oral care,Electric Toothbrush beauty Oral-B Black Rechargeable electric toothbrush with pressure sensor timer and deep cleaning modes. Walmart electric toothbrush rechargeable oral care
96,Electric Toothbrush,beauty,Oral-B,Black,Rechargeable electric toothbrush with pressure sensor timer and deep cleaning modes.,65.41,4.0,160,Amazon,https://example.com/amazon/product-96,https://example.com/images/product-96.jpg,Out of Stock,1-2 days,electric toothbrush rechargeable oral care,Electric Toothbrush beauty Oral-B Black Rechargeable electric toothbrush with pressure sensor timer and deep cleaning modes. Amazon electric toothbrush rechargeable oral care
97,Face Moisturizer SPF,beauty,CeraVe,White,Daily face moisturizer with SPF for hydration sun protection sensitive skin and lightweight wear.,17.09,4.8,4066,Amazon,https://example.com/amazon/product-97,https://example.com/images/product-97.jpg,In Stock,Same day,moisturizer spf face skincare sensitive skin,Face Moisturizer SPF beauty CeraVe White Daily face moisturizer with SPF for hydration sun protection sensitive skin and lightweight wear. Amazon moisturizer spf face skincare sensitive skin
98,Face Moisturizer SPF,beauty,CeraVe,White,Daily face moisturizer with SPF for hydration sun protection sensitive skin and lightweight wear.,17.86,4.3,1555,Target,https://example.com/target/product-98,https://example.com/images/product-98.jpg,In Stock,2 days,moisturizer spf face skincare sensitive skin,Face Moisturizer SPF beauty CeraVe White Daily face moisturizer with SPF for hydration sun protection sensitive skin and lightweight wear. Target moisturizer spf face skincare sensitive skin
99,Hair Dryer Ionic,beauty,Revlon,Red,Ionic hair dryer with multiple heat settings for fast drying frizz control and smooth styling.,39.91,4.4,484,Amazon,https://example.com/amazon/product-99,https://example.com/images/product-99.jpg,Limited Stock,1-2 days,hair dryer ionic frizz styling,Hair Dryer Ionic beauty Revlon Red Ionic hair dryer with multiple heat settings for fast drying frizz control and smooth styling. Amazon hair dryer ionic frizz styling
100,Hair Dryer Ionic,beauty,Revlon,Pink,Ionic hair dryer with multiple heat settings for fast drying frizz control and smooth styling.,44.3,3.9,2078,Best Buy,https://example.com/best-buy/product-100,https://example.com/images/product-100.jpg,In Stock,5-7 days,hair dryer ionic frizz styling,Hair Dryer Ionic beauty Revlon Pink Ionic hair dryer with multiple heat settings for fast drying frizz control and smooth styling. Best Buy hair dryer ionic frizz styling
101,Noise Cancelling Ear Protection,tools,3M,Black,Comfortable ear protection for loud work environments construction study focus and travel noise reduction.,27.44,4.1,3557,Walmart,https://example.com/walmart/product-101,https://example.com/images/product-101.jpg,In Stock,5-7 days,ear protection noise reduction work focus,Noise Cancelling Ear Protection tools 3M Black Comfortable ear protection for loud work environments construction study focus and travel noise reduction. Walmart ear protection noise reduction work focus
102,Noise Cancelling Ear Protection,tools,3M,Black,Comfortable ear protection for loud work environments construction study focus and travel noise reduction.,25.65,4.6,1747,Target,https://example.com/target/product-102,https://example.com/images/product-102.jpg,Limited Stock,2 days,ear protection noise reduction work focus,Noise Cancelling Ear Protection tools 3M Black Comfortable ear protection for loud work environments construction study focus and travel noise reduction. Target ear protection noise reduction work focus
103,Noise Cancelling Ear Protection,tools,3M,Yellow,Comfortable ear protection for loud work environments construction study focus and travel noise reduction.,22.93,4.0,659,eBay,https://example.com/ebay/product-103,https://example.com/images/product-103.jpg,Limited Stock,Same day,ear protection noise reduction work focus,Noise Cancelling Ear Protection tools 3M Yellow Comfortable ear protection for loud work environments construction study focus and travel noise reduction. eBay ear protection noise reduction work focus
104,Noise Cancelling Ear Protection,tools,3M,Yellow,Comfortable ear protection for loud work environments construction study focus and travel noise reduction.,24.69,4.5,2430,Amazon,https://example.com/amazon/product-104,https://example.com/images/product-104.jpg,In Stock,1-2 days,ear protection noise reduction work focus,Noise Cancelling Ear Protection tools 3M Yellow Comfortable ear protection for loud work environments construction study focus and travel noise reduction. Amazon ear protection noise reduction work focus
105,Cordless Drill Kit,tools,DeWalt,Yellow,Cordless drill kit with battery and charger for home repair furniture assembly and DIY projects.,143.22,4.7,1665,Best Buy,https://example.com/best-buy/product-105,https://example.com/images/product-105.jpg,In Stock,Same day,cordless drill diy home repair tools,Cordless Drill Kit tools DeWalt Yellow Cordless drill kit with battery and charger for home repair furniture assembly and DIY projects. Best Buy cordless drill diy home repair tools
106,Cordless Drill Kit,tools,DeWalt,Yellow,Cordless drill kit with battery and charger for home repair furniture assembly and DIY projects.,134.6,4.8,1210,Target,https://example.com/target/product-106,https://example.com/images/product-106.jpg,In Stock,Same day,cordless drill diy home repair tools,Cordless Drill Kit tools DeWalt Yellow Cordless drill kit with battery and charger for home repair furniture assembly and DIY projects. Target cordless drill diy home repair tools
107,Cordless Drill Kit,tools,DeWalt,Black,Cordless drill kit with battery and charger for home repair furniture assembly and DIY projects.,139.12,4.5,2409,Amazon,https://example.com/amazon/product-107,https://example.com/images/product-107.jpg,In Stock,Same day,cordless drill diy home repair tools,Cordless Drill Kit tools DeWalt Black Cordless drill kit with battery and charger for home repair furniture assembly and DIY projects. Amazon cordless drill diy home repair tools
108,Cordless Drill Kit,tools,DeWalt,Black,Cordless drill kit with battery and charger for home repair furniture assembly and DIY projects.,135.88,4.6,2275,eBay,https://example.com/ebay/product-108,https://example.com/images/product-108.jpg,Out of Stock,5-7 days,cordless drill diy home repair tools,Cordless Drill Kit tools DeWalt Black Cordless drill kit with battery and charger for home repair furniture assembly and DIY projects. eBay cordless drill diy home repair tools
109,Smart LED Light Bulbs,home,Philips Hue,White,Smart color LED bulbs compatible with voice assistants for home automation mood lighting and energy savings.,63.37,4.5,256,Amazon,https://example.com/amazon/product-109,https://example.com/images/product-109.jpg,In Stock,1-2 days,smart bulbs led home automation lighting,Smart LED Light Bulbs home Philips Hue White Smart color LED bulbs compatible with voice assistants for home automation mood lighting and energy savings. Amazon smart bulbs led home automation lighting
110,Smart LED Light Bulbs,home,Philips Hue,White,Smart color LED bulbs compatible with voice assistants for home automation mood lighting and energy savings.,67.18,4.5,2252,eBay,https://example.com/ebay/product-110,https://example.com/images/product-110.jpg,Out of Stock,Same day,smart bulbs led home automation lighting,Smart LED Light Bulbs home Philips Hue White Smart color LED bulbs compatible with voice assistants for home automation mood lighting and energy savings. eBay smart bulbs led home automation lighting
111,Smart LED Light Bulbs,home,Philips Hue,Multi-color,Smart color LED bulbs compatible with voice assistants for home automation mood lighting and energy savings.,59.57,4.5,2323,Walmart,https://example.com/walmart/product-111,https://example.com/images/product-111.jpg,Limited Stock,5-7 days,smart bulbs led home automation lighting,Smart LED Light Bulbs home Philips Hue Multi-color Smart color LED bulbs compatible with voice assistants for home automation mood lighting and energy savings. Walmart smart bulbs led home automation lighting
112,4K Smart TV 55 Inch,electronics,Samsung,Black,55 inch 4K smart TV with streaming apps HDR display and vivid picture quality for entertainment.,440.09,4.2,901,Target,https://example.com/target/product-112,https://example.com/images/product-112.jpg,Limited Stock,2 days,4k smart tv hdr streaming 55 inch,4K Smart TV 55 Inch electronics Samsung Black 55 inch 4K smart TV with streaming apps HDR display and vivid picture quality for entertainment. Target 4k smart tv hdr streaming 55 inch
113,4K Smart TV 55 Inch,electronics,Samsung,Black,55 inch 4K smart TV with streaming apps HDR display and vivid picture quality for entertainment.,470.91,4.1,3325,Best Buy,https://example.com/best-buy/product-113,https://example.com/images/product-113.jpg,Out of Stock,Same day,4k smart tv hdr streaming 55 inch,4K Smart TV 55 Inch electronics Samsung Black 55 inch 4K smart TV with streaming apps HDR display and vivid picture quality for entertainment. Best Buy 4k smart tv hdr streaming 55 inch
114,4K Smart TV 55 Inch,electronics,Samsung,Black,55 inch 4K smart TV with streaming apps HDR display and vivid picture quality for entertainment.,405.5,4.1,994,Amazon,https://example.com/amazon/product-114,https://example.com/images/product-114.jpg,In Stock,5-7 days,4k smart tv hdr streaming 55 inch,4K Smart TV 55 Inch electronics Samsung Black 55 inch 4K smart TV with streaming apps HDR display and vivid picture quality for entertainment. Amazon 4k smart tv hdr streaming 55 inch
115,4K Smart TV 55 Inch,electronics,Samsung,Black,55 inch 4K smart TV with streaming apps HDR display and vivid picture quality for entertainment.,467.02,4.4,3430,Walmart,https://example.com/walmart/product-115,https://example.com/images/product-115.jpg,In Stock,1-2 days,4k smart tv hdr streaming 55 inch,4K Smart TV 55 Inch electronics Samsung Black 55 inch 4K smart TV with streaming apps HDR display and vivid picture quality for entertainment. Walmart 4k smart tv hdr streaming 55 inch
116,Portable Bluetooth Speaker,electronics,Anker,Black,Water resistant bluetooth speaker with powerful sound long battery life for travel outdoor and parties.,47.2,3.9,2404,Target,https://example.com/target/product-116,https://example.com/images/product-116.jpg,In Stock,3-5 days,bluetooth speaker portable water resistant outdoor,Portable Bluetooth Speaker electronics Anker Black Water resistant bluetooth speaker with powerful sound long battery life for travel outdoor and parties. Target bluetooth speaker portable water resistant outdoor
117,Portable Bluetooth Speaker,electronics,Anker,Red,Water resistant bluetooth speaker with powerful sound long battery life for travel outdoor and parties.,44.34,4.5,2005,eBay,https://example.com/ebay/product-117,https://example.com/images/product-117.jpg,Limited Stock,2 days,bluetooth speaker portable water resistant outdoor,Portable Bluetooth Speaker electronics Anker Red Water resistant bluetooth speaker with powerful sound long battery life for travel outdoor and parties. eBay bluetooth speaker portable water resistant outdoor
118,Portable Bluetooth Speaker,electronics,Anker,Black,Water resistant bluetooth speaker with powerful sound long battery life for travel outdoor and parties.,44.16,4.2,1885,Best Buy,https://example.com/best-buy/product-118,https://example.com/images/product-118.jpg,In Stock,3-5 days,bluetooth speaker portable water resistant outdoor,Portable Bluetooth Speaker electronics Anker Black Water resistant bluetooth speaker with powerful sound long battery life for travel outdoor and parties. Best Buy bluetooth speaker portable water resistant outdoor
119,Portable Bluetooth Speaker,electronics,Anker,Blue,Water resistant bluetooth speaker with powerful sound long battery life for travel outdoor and parties.,51.76,4.0,2435,Walmart,https://example.com/walmart/product-119,https://example.com/images/product-119.jpg,Out of Stock,2 days,bluetooth speaker portable water resistant outdoor,Portable Bluetooth Speaker electronics Anker Blue Water resistant bluetooth speaker with powerful sound long battery life for travel outdoor and parties. Walmart bluetooth speaker portable water resistant outdoor
120,Mechanical Gaming Keyboard,electronics,Logitech,White,RGB mechanical keyboard with tactile switches for gaming coding typing and productivity.,91.1,4.2,1163,Target,https://example.com/target/product-120,https://example.com/images/product-120.jpg,In Stock,2 days,mechanical keyboard gaming coding rgb,Mechanical Gaming Keyboard electronics Logitech White RGB mechanical keyboard with tactile switches for gaming coding typing and productivity. Target mechanical keyboard gaming coding rgb
121,Mechanical Gaming Keyboard,electronics,Logitech,White,RGB mechanical keyboard with tactile switches for gaming coding typing and productivity.,86.53,4.7,2233,Amazon,https://example.com/amazon/product-121,https://example.com/images/product-121.jpg,In Stock,2 days,mechanical keyboard gaming coding rgb,Mechanical Gaming Keyboard electronics Logitech White RGB mechanical keyboard with tactile switches for gaming coding typing and productivity. Amazon mechanical keyboard gaming coding rgb
122,Mechanical Gaming Keyboard,electronics,Logitech,White,RGB mechanical keyboard with tactile switches for gaming coding typing and productivity.,97.28,4.4,4056,eBay,https://example.com/ebay/product-122,https://example.com/images/product-122.jpg,Limited Stock,3-5 days,mechanical keyboard gaming coding rgb,Mechanical Gaming Keyboard electronics Logitech White RGB mechanical keyboard with tactile switches for gaming coding typing and productivity. eBay mechanical keyboard gaming coding rgb
123,Budget Walking Sneakers,footwear,Avia,White,Affordable cushioned walking sneakers for daily errands work shifts and light exercise.,39.56,4.2,1590,Target,https://example.com/target/product-123,https://example.com/images/product-123.jpg,Limited Stock,5-7 days,budget walking sneakers comfort daily errands,Budget Walking Sneakers footwear Avia White Affordable cushioned walking sneakers for daily errands work shifts and light exercise. Target budget walking sneakers comfort daily errands
124,Budget Walking Sneakers,footwear,Avia,Gray,Affordable cushioned walking sneakers for daily errands work shifts and light exercise.,37.43,4.7,402,eBay,https://example.com/ebay/product-124,https://example.com/images/product-124.jpg,In Stock,3-5 days,budget walking sneakers comfort daily errands,Budget Walking Sneakers footwear Avia Gray Affordable cushioned walking sneakers for daily errands work shifts and light exercise. eBay budget walking sneakers comfort daily errands
125,Budget Walking Sneakers,footwear,Avia,Black,Affordable cushioned walking sneakers for daily errands work shifts and light exercise.,43.96,4.2,1291,Amazon,https://example.com/amazon/product-125,https://example.com/images/product-125.jpg,In Stock,Same day,budget walking sneakers comfort daily errands,Budget Walking Sneakers footwear Avia Black Affordable cushioned walking sneakers for daily errands work shifts and light exercise. Amazon budget walking sneakers comfort daily errands
126,Premium Trail Running Shoes,footwear,Salomon,Green,Durable trail running shoes with strong grip for hiking rocky paths outdoor training and wet terrain.,152.56,4.3,3788,eBay,https://example.com/ebay/product-126,https://example.com/images/product-126.jpg,In Stock,1-2 days,trail running shoes hiking grip outdoor,Premium Trail Running Shoes footwear Salomon Green Durable trail running shoes with strong grip for hiking rocky paths outdoor training and wet terrain. eBay trail running shoes hiking grip outdoor
127,Premium Trail Running Shoes,footwear,Salomon,Green,Durable trail running shoes with strong grip for hiking rocky paths outdoor training and wet terrain.,152.45,4.9,657,Walmart,https://example.com/walmart/product-127,https://example.com/images/product-127.jpg,In Stock,2 days,trail running shoes hiking grip outdoor,Premium Trail Running Shoes footwear Salomon Green Durable trail running shoes with strong grip for hiking rocky paths outdoor training and wet terrain. Walmart trail running shoes hiking grip outdoor
128,Premium Trail Running Shoes,footwear,Salomon,Green,Durable trail running shoes with strong grip for hiking rocky paths outdoor training and wet terrain.,144.13,4.2,702,Amazon,https://example.com/amazon/product-128,https://example.com/images/product-128.jpg,In Stock,5-7 days,trail running shoes hiking grip outdoor,Premium Trail Running Shoes footwear Salomon Green Durable trail running shoes with strong grip for hiking rocky paths outdoor training and wet terrain. Amazon trail running shoes hiking grip outdoor
129,Student Noise Cancelling Headphones,electronics,Soundcore,Blue,Budget wireless headphones with noise reduction for studying classes travel and remote meetings.,53.78,4.5,2399,Best Buy,https://example.com/best-buy/product-129,https://example.com/images/product-129.jpg,Limited Stock,Same day,student headphones noise cancelling study budget,Student Noise Cancelling Headphones electronics Soundcore Blue Budget wireless headphones with noise reduction for studying classes travel and remote meetings. Best Buy student headphones noise cancelling study budget
130,Student Noise Cancelling Headphones,electronics,Soundcore,White,Budget wireless headphones with noise reduction for studying classes travel and remote meetings.,66.88,4.6,868,Amazon,https://example.com/amazon/product-130,https://example.com/images/product-130.jpg,In Stock,1-2 days,student headphones noise cancelling study budget,Student Noise Cancelling Headphones electronics Soundcore White Budget wireless headphones with noise reduction for studying classes travel and remote meetings. Amazon student headphones noise cancelling study budget
131,Student Noise Cancelling Headphones,electronics,Soundcore,Blue,Budget wireless headphones with noise reduction for studying classes travel and remote meetings.,57.1,3.8,2702,Target,https://example.com/target/product-131,https://example.com/images/product-131.jpg,In Stock,2 days,student headphones noise cancelling study budget,Student Noise Cancelling Headphones electronics Soundcore Blue Budget wireless headphones with noise reduction for studying classes travel and remote meetings. Target student headphones noise cancelling study budget
132,Compact Tablet for Reading,electronics,Samsung,Gray,Lightweight tablet for reading notes streaming online classes and casual browsing.,221.64,4.4,1520,Target,https://example.com/target/product-132,https://example.com/images/product-132.jpg,Limited Stock,1-2 days,tablet reading notes streaming classes,Compact Tablet for Reading electronics Samsung Gray Lightweight tablet for reading notes streaming online classes and casual browsing. Target tablet reading notes streaming classes
133,Compact Tablet for Reading,electronics,Samsung,Gray,Lightweight tablet for reading notes streaming online classes and casual browsing.,225.77,4.2,2017,Amazon,https://example.com/amazon/product-133,https://example.com/images/product-133.jpg,In Stock,5-7 days,tablet reading notes streaming classes,Compact Tablet for Reading electronics Samsung Gray Lightweight tablet for reading notes streaming online classes and casual browsing. Amazon tablet reading notes streaming classes
134,Compact Tablet for Reading,electronics,Samsung,Silver,Lightweight tablet for reading notes streaming online classes and casual browsing.,205.85,4.5,3809,Best Buy,https://example.com/best-buy/product-134,https://example.com/images/product-134.jpg,In Stock,Same day,tablet reading notes streaming classes,Compact Tablet for Reading electronics Samsung Silver Lightweight tablet for reading notes streaming online classes and casual browsing. Best Buy tablet reading notes streaming classes
135,Breathable Running Shorts,clothing,Nike,Blue,Lightweight running shorts with moisture wicking fabric for gym workouts jogging and summer wear.,29.57,4.2,2495,eBay,https://example.com/ebay/product-135,https://example.com/images/product-135.jpg,In Stock,2 days,running shorts gym workout moisture wicking,Breathable Running Shorts clothing Nike Blue Lightweight running shorts with moisture wicking fabric for gym workouts jogging and summer wear. eBay running shorts gym workout moisture wicking
136,Breathable Running Shorts,clothing,Nike,Black,Lightweight running shorts with moisture wicking fabric for gym workouts jogging and summer wear.,32.48,4.0,3196,Amazon,https://example.com/amazon/product-136,https://example.com/images/product-136.jpg,In Stock,Same day,running shorts gym workout moisture wicking,Breathable Running Shorts clothing Nike Black Lightweight running shorts with moisture wicking fabric for gym workouts jogging and summer wear. Amazon running shorts gym workout moisture wicking
